variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,modulo,notas,rol_provisional,etiqueta_codebook,ref_fuente,n_ref,documentada_codebook,tipo_version
MHTUNTIME2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,TXMHNOH,1,True,Original u otra
MHTUNPRIV2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,TXMHNOI,1,True,Original u otra
MHTUNPTHNK2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,TXMHNOJ,1,True,Original u otra
MHTUNCONSQ2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,"UNMET MH TRMT NEED: WORRIED LOSS OF JOB, HOME, CHILDREN, ETC",TXMHNOK,1,True,Original u otra
MHTUNSTART2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,TXMHNOL,1,True,Original u otra
MHTUNHNDL2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,TXMHNOM,1,True,Original u otra
MHTUNFFLKE2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE,TXMHNON,1,True,Original u otra
MHTUNFORCE2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,TXMHNOO,1,True,Original u otra
MHTUNMED2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,TXMHNOP,1,True,Original u otra
MHTUNNOHLP2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,TXMHNOQ,1,True,Original u otra
MHTUNCARE2,int64,47299,6,0,0.0,MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,UNMET MH TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER,TXMHNOR,1,True,Original u otra
IRMHTSUPPGRP,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,PARTICIPATED IN SUPPORT GRP FOR MNTL HLTH - PY - IMP REV,,0,True,Imputada
IIMHTSUPPGRP,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,PARTICIPATED IN SUPPORT GRP FOR MNTL HLTH - PY - IMP IND,,0,True,Imputada
IRMHTERED,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,SEEN IN EMERGENCY ROOM/DEPT FOR MNTL HLTH - PY - IMP REV,,0,True,Imputada
IIMHTERED,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,SEEN IN EMERGENCY ROOM/DEPT FOR MNTL HLTH - PY - IMP IND,,0,True,Imputada
IRMHTINHOSP2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT HOSPITAL AS INPATIENT - PY - IMP REV,,0,True,Imputada
IIMHTINHOSP2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND,,0,True,Imputada
IRMHTINRSMH2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT RSDNTL MNTL HLTH TRMT CTR-PY-IMP REV,,0,True,Imputada
IIMHTINRSMH2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT RSDNTL MNTL HLTH TRMT CTR-PY-IMP IND,,0,True,Imputada
IRMHTINRHAB2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT RSDNTL SUB REHAB/TRMT CTR-PY-IMP REV,,0,True,Imputada
IIMHTINRHAB2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT RSDNTL SUB REHAB/TRMT CTR-PY-IMP IND,,0,True,Imputada
IRMHTINOPL2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OTHER PLACE AS INPATIENT-PY-IMP REV,,0,True,Imputada
IIMHTINOPL2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OTHER PLACE AS INPATIENT-PY-IMP IND,,0,True,Imputada
IRMHTOPMHCR2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OUTPTNT MNTL HLTH TRMT CTR-PY-IMP REV,,0,True,Imputada
IIMHTOPMHCR2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OUTPTNT MNTL HLTH TRMT CTR-PY-IMP IND,,0,True,Imputada
IRMHTOPRHAB2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OUTPTNT SUB REHAB/TRMT CTR-PY-IMP REV,,0,True,Imputada
IIMHTOPRHAB2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OUTPTNT SUB REHAB/TRMT CTR-PY-IMP IND,,0,True,Imputada
IRMHTOPTHRP2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT THERAPIST OFFICE - PY - IMP REV,,0,True,Imputada
IIMHTOPTHRP2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT THERAPIST OFFICE - PY - IMP IND,,0,True,Imputada
IRMHTOPDOC2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT GENERAL MEDICAL OFFICE - PY - IMP REV,,0,True,Imputada
IIMHTOPDOC2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,,0,True,Imputada
IRMHTOPHOSP2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT HOSPITAL AS OUTPTNT - PY - IMP REV,,0,True,Imputada
IIMHTOPHOSP2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT HOSPITAL AS OUTPTNT - PY - IMP IND,,0,True,Imputada
IRMHTOPSCHL2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT SCHOOL HEALTH/COUNSELING-PY-IMP REV,,0,True,Imputada
IIMHTOPSCHL2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT SCHOOL HEALTH/COUNSELING-PY-IMP IND,,0,True,Imputada
IRMHTOPOPL2,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OTHER PLACE AS OUTPTNT-PY- IMP REV,,0,True,Imputada
IIMHTOPOPL2,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH TRMT AT OTHER PLACE AS OUTPTNT-PY- IMP IND,,0,True,Imputada
IRMHTRXMED,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,USED RX MEDICATION TO HELP WITH MNTL HLTH - PY - IMP REV,,0,True,Imputada
IIMHTRXMED,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,USED RX MEDICATION TO HELP WITH MNTL HLTH - PY - IMP IND,,0,True,Imputada
IRMHTPHVID,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD TRMT BY PHONE/VIDEO FOR MNTL HLTH - PY - IMP REV,,0,True,Imputada
IIMHTPHVID,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD TRMT BY PHONE/VIDEO FOR MNTL HLTH - PY - IMP IND,,0,True,Imputada
IRMHTPEERSPC,int64,47299,2,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH HLP FM PEER SUP SPCLST/RECVY COACH-PY-IMP REV,,0,True,Imputada
IIMHTPEERSPC,int64,47299,3,0,0.0,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RCVD MNTL HLTH HLP FM PEER SUP SPCLST/RECVY COACH-PY-IMP IND,,0,True,Imputada
MHTINOTHPY2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MH TRMT AT SOME OTHER PLACE AS AN INPATIENT - PST YR,IRMHTINOPL2,1,True,Recodificada
MHTINPPY2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MENTAL HEALTH TREATMENT AS AN INPATIENT - PAST YEAR,"IRMHTINHOSP2, IRMHTINRHAB2, IRMHTINRSMH2, MHTINOTHPY2",4,True,Recodificada
MHTOPOTPY2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MH TRMT AT SOME OTHER PLACE AS AN OUTPATIENT-PST YR,IRMHTOPOPL2,1,True,Recodificada
MHTOPPY2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MENTAL HEALTH TREATMENT AS AN OUTPATIENT - PAST YEAR,"IRMHTOPDOC2, IRMHTOPHOSP2, IRMHTOPMHCR2, IRMHTOPRHAB2, IRMHTOPSCHL2, IRMHTOPTHRP2, MHTOPOTPY2",7,True,Recodificada
MHTOPNDOC2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MH TRMT AS AN OUTPATIENT OTHER THAN GEN MED-PST YR,"IRMHTOPHOSP2, IRMHTOPMHCR2, IRMHTOPRHAB2, IRMHTOPSCHL2, IRMHTOPTHRP2, MHTOPOTPY2",6,True,Recodificada
MHTRTPY2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MENTAL HEALTH TREATMENT - PAST YEAR,"IRMHTPHVID, IRMHTRXMED, MHTINPPY2, MHTOPPY2",4,True,Recodificada
MHTRTOSVPY2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MENTAL HEALTH TREATMENT OR OTHER SERVICES-PAST YEAR,"IRMHTERED, IRMHTPEERSPC, IRMHTSUPPGRP, MHTRTPY2",4,True,Recodificada
MHTNSEEKPY2,float64,34082,2,13217,27.944,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,"RC-THGHT SHOULD GET MH TRT, DIDNT RECV OR SEEK TRT- PST YR","MHTRTPY2, MHTSHLDTX2",2,True,Recodificada
MHTSKTHPY2,float64,34072,2,13227,27.965,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,"RC-SOUGHT OR THGHT SHLD GET MH TRT, DIDNT RECV TRT - PST YR","MHTRTPY2, MHTSHLDTX2",2,True,Recodificada
MHNTCOST2,float64,2468,2,44831,94.782,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: THOUGHT COST TOO MUCH,"MHTSKTHPY2, MHTUNCOST2",2,True,Recodificada
MHNTINSCV2,float64,2308,2,44991,95.12,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: NO HEALTH INSUR COVERAGE,"MHTSKTHPY2, MHTUNINSCV2",2,True,Recodificada
MHNTENFCV2,float64,2206,2,45093,95.336,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: HEALTH INSUR DIDNT COVER ENOUGH,"MHTSKTHPY2, MHTUNCOST2",2,True,Recodificada
MHNTWHER2,float64,2473,2,44826,94.772,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: DIDNT KNOW WHERE TO GET TRT,"MHTSKTHPY2, MHTUNWHER2",2,True,Recodificada
MHNTNOFND2,float64,2385,2,44914,94.958,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: COULD NOT FIND PREFERRED PROVIDER,"MHTSKTHPY2, MHTUNNOFND2",2,True,Recodificada
MHNTNOOPN2,float64,2336,2,44963,95.061,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: NO OPENINGS WITH PREFERRED PROVIDER,"MHTSKTHPY2, MHTUNNOOPN2",2,True,Recodificada
MHNTPROBS2,float64,2444,2,44855,94.833,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,"RC-UNMET PY MH TRT NEED: PROB W/TRANS, CHILDCARE, APPT TIMES","MHTSKTHPY2, MHTUNPROBS2",2,True,Recodificada
MHNTTIME2,float64,2449,2,44850,94.822,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: NOT ENOUGH TIME FOR TRT,"MHTSKTHPY2, MHTUNTIME2",2,True,Recodificada
MHNTPRIV2,float64,2453,2,44846,94.814,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,"MHTSKTHPY2, MHTUNPRIV2",2,True,Recodificada
MHNTPTHNK2,float64,2471,2,44828,94.776,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: WORRIED WHAT PEOPLE WOULD THNK/SAY,"MHTSKTHPY2, MHTUNPTHNK2",2,True,Recodificada
MHNTCONSQ2,float64,2454,2,44845,94.812,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,"RC-UNMET PY MH TRT NEED: THGHT WOULD LOSE JOB, HOME, CHILD","MHTSKTHPY2, MHTUNCONSQ2",2,True,Recodificada
MHNTSTART2,float64,2425,2,44874,94.873,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: NOT READY TO START TRT,"MHTSKTHPY2, MHTUNSTART2",2,True,Recodificada
MHNTHNDL2,float64,2462,2,44837,94.795,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: THOUGHT COULD HANDLE ON OWN,"MHTSKTHPY2, MHTUNHNDL2",2,True,Recodificada
MHNTFFLKE2,float64,2445,2,44854,94.831,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: FAM/FRIENDS/RELIG GRP WOULDNT LIKE,"MHTSKTHPY2, MHTUNFFLKE2",2,True,Recodificada
MHNTFORCE2,float64,2455,2,44844,94.81,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: AFRAID OF BEING FORCED AGAINST WILL,"MHTSKTHPY2, MHTUNFORCE2",2,True,Recodificada
MHNTMEDS2,float64,2445,2,44854,94.831,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDS,"MHTSKTHPY2, MHTUNMED2",2,True,Recodificada
MHNTNOHLP2,float64,2417,2,44882,94.89,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MNTL HLTH TRT NEED: DIDNT THINK TRT WOULD HELP,"MHTSKTHPY2, MHTUNNOHLP2",2,True,Recodificada
MHNTCARE2,float64,2444,2,44855,94.833,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-UNMET PY MH TRT NEED: NO ONE WOULD CARE IF YOU GOT BETTER,"MHTSKTHPY2, MHTUNCARE2",2,True,Recodificada
RCVSUTOMHT2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD SUBSTANCE USE TRT OR MENTAL HEALTH TRT IN PAST YEAR,"MHTRTPY2, SUTRTPY2",2,True,Recodificada
RCVMHTNSUT2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD MENTAL HEALTH TRT BUT NOT SUB USE TRT IN PAST YEAR,"MHTRTPY2, SUTRTPY2",2,True,Recodificada
RCVSUTNMHT2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD SUB USE TRT BUT NOT MENTAL HEALTH TRT IN PAST YEAR,"MHTRTPY2, SUTRTPY2",2,True,Recodificada
RCVSUTAMHT2,int64,47299,2,0,0.0,RECODED MENTAL HEALTH SERVICES UTILIZATION,,Predictor candidato,RC-RCVD BOTH SUB USE TRT AND MENTAL HEALTH TRT IN PAST YEAR,"MHTRTPY2, SUTRTPY2",2,True,Recodificada
PREGSTAT,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,CURRENTLY PREGNANT (FEMALES AGED 12-50),HLTH02,1,True,Original u otra
HTANSWER,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,PREFERRED WAY TO REPORT HEIGHT,HLTH04,1,True,Original u otra
HTINCHE2,int64,47299,25,0,0.0,HEALTH,,Predictor candidato,HEIGHT IN INCHES WITHOUT SHOES - RECODE,"HLTH05, HLTH06A, HLTH06B, HLTH07, HLTH08A, HLTH08B",6,True,Original u otra
WTANSWER,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,PREFERRED WAY TO REPORT WEIGHT,HLTH09,1,True,Original u otra
WTPOUND2,int64,47299,225,0,0.0,HEALTH,,Predictor candidato,WEIGHT IN POUNDS - RECODE,"HLTH10, HLTH12, HLTH13, HLTH14",4,True,Original u otra
NMERTMT2,int64,47299,31,0,0.0,HEALTH,,Predictor candidato,# OF TIMES BEEN TREATED IN EMER ROOM PAST 12 MOS,HLTH16,1,True,Original u otra
INHOSPYR,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,STAYED OVERNIGHT AS INPNT IN HOSP PAST 12 MOS,HLTH17,1,True,Original u otra
NMNGTHS2,int64,47299,36,0,0.0,HEALTH,,Predictor candidato,# NIGHTS STAYED IN HOSPITAL OVERNIGHT OR LONGER,HLTH18,1,True,Original u otra
NMVSOPT2,int64,47299,24,0,0.0,HEALTH,,Predictor candidato,# OUTPATIENT VISITS PAST 12 MOS - RECODE,HLTH19,1,True,Original u otra
NMVSOEST,int64,47299,13,0,0.0,HEALTH,,Predictor candidato,# TIMES VISITED DR ABOUT OWN HEALTH PST YR,HLTH19DK,1,True,Original u otra
TELEAPTYR,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,TALK TO DOC ABOUT HEALTH OVER PHONE/EMAIL/VIDEO PST 12 MOS,HLTHTELE,1,True,Original u otra
HPUSETOB,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,HEALTH PROF ASKED PST 12 MOS: TOBACCO USE,HLTH20A,1,True,Original u otra
HPUSEALC,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,HEALTH PROF ASKED PST 12 MOS: ALCOHOL USE,HLTH20B,1,True,Original u otra
HPUSEDRG,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,HEALTH PROF ASKED PST 12 MOS: DRUG USE,HLTH20C,1,True,Original u otra
HPQTTOB,int64,47299,9,0,0.0,HEALTH,,Predictor candidato,HEALTH PROF ADVISED YOU TO QUIT TOBACCO USE,HLTH21,1,True,Original u otra
HPALCAMT2,int64,47299,8,0,0.0,HEALTH,,Predictor candidato,DOCTOR ASKED HOW MUCH YOU DRINK,HLTH221,1,True,Original u otra
HPALCFRQ2,int64,47299,9,0,0.0,HEALTH,,Predictor candidato,DOCTOR ASKED HOW OFTEN YOU DRINK,HLTH222,1,True,Original u otra
HPALCPRB2,int64,47299,8,0,0.0,HEALTH,,Predictor candidato,DOCTOR ASKED IF ANY DRINKING PROBS,HLTH223,1,True,Original u otra
HPALCCUT2,int64,47299,8,0,0.0,HEALTH,,Predictor candidato,DOCTOR ADVISED YOU TO CUT DOWN ON DRINKING,HLTH224,1,True,Original u otra
HPALCTX2,int64,47299,8,0,0.0,HEALTH,,Predictor candidato,DOCTOR OFFERED INFO ABOUT ALCOHOL TREATMT,HLTH225,1,True,Original u otra
HPALCNOT2,int64,47299,8,0,0.0,HEALTH,,Predictor candidato,DOCTOR DIDNT DISCUSS MY ALCOHOL USE WITH ME,HLTH226,1,True,Original u otra
HPDRGTALK,int64,47299,9,0,0.0,HEALTH,,Predictor candidato,HEALTH PROF DISCUSSED MY DRUG USE WITH ME,HLTH23,1,True,Original u otra
HRTCONDEV2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD HEART CONDITION,HLTH2501,1,True,Original u otra
DIABETEVR2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD DIABETES/SUGAR DIABETES,HLTH2502,1,True,Original u otra
COPDEVER2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD CHRONIC BRONCHITIS OR COPD,HLTH2503,1,True,Original u otra
CIRROSEVR2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD CIRRHOSIS OF THE LIVER,HLTH2504,1,True,Original u otra
HEPBCEVER2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD HEPATITIS B OR C,HLTH2505,1,True,Original u otra
KIDNYDSEV2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD KIDNEY DISEASE,HLTH2506,1,True,Original u otra
ASTHMAEVR2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD ASTHMA,HLTH2507,1,True,Original u otra
HIVAIDSEV2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD HIV OR AIDS,HLTH2508,1,True,Original u otra
CANCEREVR2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD CANCER,HLTH2509,1,True,Original u otra
HIGHBPEVR2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,EVER TOLD HAD HIGH BLOOD PRESSURE,HLTH2510,1,True,Original u otra
NONABOVEV2,int64,47299,6,0,0.0,HEALTH,,Predictor candidato,NEVER HAD ANY OF THESE CONDITIONS,HLTH2511,1,True,Original u otra
CABLADDER,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: BLADDER,HLTH2601,1,True,Original u otra
CABLOLEULYM,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: BLOOD/LEUKEMIA/LYMPHOMA,"HLTH2602, HLTH2612, HLTH2615",3,True,Original u otra
CAOTHER2,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: OTHER,"HLTH2603, HLTH2604, HLTH2624, HLTH2630",4,True,Original u otra
CABREAST,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: BREAST,HLTH2605,1,True,Original u otra
CACERVIX,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: CERVIX (FEMALES ONLY),HLTH2606,1,True,Original u otra
CACOLNRECT,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: COLON/RECTUM,"HLTH2607, HLTH2621",2,True,Original u otra
CAESOPSTOM,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: ESOPHAGUS/STOMACH,"HLTH2608, HLTH2625",2,True,Original u otra
CAGALLIVPAN,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: GALLBLADDER/LIVER/PANCREAS,"HLTH2609, HLTH2613, HLTH2619",3,True,Original u otra
CAKIDNEY,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: KIDNEY,HLTH2610,1,True,Original u otra
CALARYLUNG,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: LARYNX/WINDPIPE/LUNG,"HLTH2611, HLTH2614",2,True,Original u otra
CAMELANOM,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: MELANOMA,HLTH2616,1,True,Original u otra
CAMOUTTHRO,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: MOUTH/TONGUE/LIP/THROAT/PHARYNX,"HLTH2617, HLTH2627",2,True,Original u otra
CAOVARY,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: OVARY (FEMALES ONLY),HLTH2618,1,True,Original u otra
CAPROSTEST,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: PROSTATE/TESTIS (MALES ONLY),"HLTH2620, HLTH2626",2,True,Original u otra
CASKINOTH,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: SKIN (NOT MELANOMA),HLTH2622,1,True,Original u otra
CASKINDK,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: SKIN DON'T KNOW WHICH KIND,HLTH2623,1,True,Original u otra
CATHYROID,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: THYROID,HLTH2628,1,True,Original u otra
CAUTERUS,int64,47299,7,0,0.0,HEALTH,,Predictor candidato,TYPE OF CANCER: UTERUS (FEMALES ONLY),HLTH2629,1,True,Original u otra
CANCERYR,int64,47299,9,0,0.0,HEALTH,,Predictor candidato,HAD ANY CANCER PAST 12 MONTHS,HLTH29,1,True,Original u otra
HRTCONDAG,int64,47299,96,0,0.0,HEALTH,,Predictor candidato,AGE HEART CONDITION 1ST DIAGNOSED,HLTH30,1,True,Original u otra
HRTCONDYR,int64,47299,8,0,0.0,HEALTH,,Predictor candidato,HAD HEART CONDITION PAST 12 MONTHS,HLTH31,1,True,Original u otra
